premise	hypo	label
Horyuji kwa kweli alikuwa miongo baada ya kifo cha prince shotoku mwaka 622 .	Horuyuji alikuwa kulia kabla ya prince shotoku alifariki .	contradictory
Chini ya jina ya ?	Anatumia jina gani ?	entailment
Hali zote za bahati mbaya ilisababisha uraibu wa benedykt kwa madawa ya kulevya , pombe na ngono .	Matukio yote alichangia na uraibu wa dawa za kulevya .	entailment
Wao kile walisema tu walidhani mchango wa mvua ya acid inaweza kuwa chini ya awali unaoshukiwa lakini inaweza kuwa mambo mengine ya asili katika kazi um	I really hope mvua ya acid ifike mwisho	neutral
Duh ! bila shaka mimi najua baba yangu wa kambo bought mama yangu mdogo wa kibinafsi , nadhani pengine miaka mitatu iliyopita kwa ajili ya krismasi na	Stepdad yangu alinunua kompyuta ndogo kwa mama yangu .	entailment
A ' by that time alikuwa hajui brought alikuwa diarrhea ' .	Hakika yeye alikuwa na khabari ya yale waliyo kuwa wakiyatenda .	contradictory
( ndio maana , mchumi inaadhimishwa miaka kadhaa iliyopita , katika toni yake ya alama ya languorous hauteur , wakati kiwanda cha chuma cha kirusi hupunguza pato , ni mafanikio , sio huruma .	Ni jambo jema wakati kiwanda cha steel cha kirusi , pato lake .	entailment
Na sasa , hadi siku moja , yeye pendekezo kwamba yeye mwenyewe ni lazima na kuwa ni wa ajabu .	Ni ajabu kufikiri anaweza kuwa na jua .	entailment
Je , unadhani ni janga hili kama wao ?	Je , unadhani itakuwa terrible kama wamekutana ?	entailment
( tafadhali note , mkewe ana yote lakini pochi ) .	Handbag ndio ilikuwa ile kitu alikuwa	contradictory
Katika kufukuza amy , alyssa anasema , wakati watakapo na tabia zake za ngono za zamani , sisi na ramani ndani yetu , lakini kwa vyovyote nadhani mwandishi will jibu kubwa zaidi .	Alyssa states ati sisi na maps ndani ya sisi	entailment
Ca ' daan alichukua mkate wa raundi ya mkate amefungwa kwenye sanda nyeupe .	Ca ' daans mkate was in a brown paper gunia	contradictory
Why makoti weka wacha kwa ?	Mbona yesu wacha hivi ?	contradictory
Yahoo inaweza theoretically kutoa hesabu yake yote ya cans mpya ya hampshire kupitia feb . 1 kwa kampeni ya forbes kwa bei ya premium .	Yahoo inaweza kuuza hesabu yake kwa kampeni ya forbes .	neutral
Chakula cha mchana na chakula cha jioni , 10 am 10 pm .	Chakula cha mchana na chakula cha jioni ni .	contradictory
Kwa hiyo , kwa njia ya delivered , njia za vijijini hutumia asilimia 20 kwa muda zaidi kuliko kufanya njia zote za jiji , na asilimia 22 zaidi ya njia za makazi ya jiji .	On a delivered piece , njia za vijijini hutumia asilimia 29 zaidi ya mtoa huduma kuliko kufanya njia zote za jiji	neutral
Kwa kuongezea , inatoa masomo ya kesi , mafunzo kutoka kwa wataalamu , na jukwaa kuruhusu watumiaji kushiriki maelezo au kuuliza maswali .	Kuna jukwaa ambapo watumiaji wanaweza kutoa majibu na kufanya maulizo .	entailment
Kisiwa kikuu cha tatu katika caribbean , kusini tu mwa cuba , jamaika ni kilometa 233 ( maili 145 ) kwa urefu na kilometa 83 ( maili 52 ) katika eneo lake la widest .	Jamaica ni kusini mwa cuba	entailment
Mwisho wa daraja ni wilaya ya kupendeza ya eminene , kitovu kikubwa cha usafiri ambapo bus , feri , chumu , na huduma za treni interconnect .	Wilaya ya eminene ni sehemu ya busiest duniani .	neutral
Sergeant muller ... huyo alikuwa muller amesimama over the man kwa floor	Mwanaume alisimama juu ya sergeant muller , ambaye alikuwa uongo sakafuni .	contradictory
Yeah ok i just thought walikuwa na wengine	Wala i kuwa walikuwa na lolote .	contradictory
Aina za kujaribu .	Aina tofauti za jaribio la wanyama .	neutral
Kwenye umbay , bendi hiyo inategemea na watu wake wa zamani , na baadhi ya nyimbo aliinua moja kwa moja kutoka kwenye ramones , runaways , na metley kikrii ( pia cover kwa kasi ya kikrii kwa upendo ) .	Umbay ni kwamba bendi hiyo inategemea na watu wake wa zamani .	entailment
Na macho yake fixed .	Soma kitabu huku akiwa akiongea na yeye .	contradictory
Katika ripoti yake ya juni 1998 , mkaguzi mkuu noted kuwa wafanyakazi walikuwa na utayari wa nguvu wa kulinda afya ya umma na usalama lakini alionyesha viwango vya juu vya uhakika na mkanganyiko kuhusu maelekezo mapya katika maadili na changamoto na na wakala .	Mkaguzi mkuu alisema wafanyakazi alikuwa kwa ajili ya kulinda umma .	contradictory
Specials wa rangi ya samawati kwa kawaida inayotolewa kama mlo wa marekani -- hamburgers , pizza , kuku wa kukaanga , maharage ya moto , mbwa moto -- ni kuzingatia , mintz anasema , licha ya teknologia wa irrepressible kama edna lewis na betty fussell .	Specials ya rangi ya zambarau kwa kawaida inajumuisha chakula cha marekani kama pizza au kuku wa kukaanga .	contradictory
Wachache nje ya makabila ya voth walijua kile makovu meant , lakini jon ilikuwa ni moja kati ya hizo chache .	Hakuwa na wazo lolote wao kuwa na makovu wacha na kile wao .	contradictory
Lazima sasa kwa sababu habari za televisheni imeanza tu kuwa na habari kuhusu jamaa wa soka la polisi wa apprehending -- hii kutembea jambazi nani watalii kwa kuvunja kazi ya mpira wa soka , kisha circling na ikigongana mpaka yeye wallets zao .	Jamaa wa soka alikuwa mchezaji maarufu wa raga .	contradictory
Kwa malengo ya zoezi hili , kuna angalau kategoria saba za gharama na faida nne ambazo huenda kuwa .	Kwa zoezi hili , kulikuwa na zaidi ya kategoria saba za gharama .	entailment
Oh they are they ' re mizigo of fun that ' s the most kucheza paka karibu	Paka wa machungwa wa chungwa ni paka wa kucheza zaidi .	neutral
Mtu huyo alikuwa kata pakiti kutoka kwa nyumbu , lakini left .	Mwanaume huyo alichukua kifurushi cha nyumbu .	entailment
I kwake .	I mrs stevenson	neutral
Inahitaji ada ya kiingilio , kama vile tesoro ( hazina ) , mkusanyiko wa kurubuni wa kruseda .	Ada ya kiingilio anashikilia jengo katika agizo la kazi .	neutral
Sheli ya anga na world ya dunia walikuwa katika umbo la dunia katika model ya dunia ndani ya njia za nje katika operesheni moja endelevu .	Ilichukua operesheni kadhaa za kupuliza katika umbo la anga na msaada wa dunia .	contradictory
Lakini nadhani ni kwa sababu ni hadhira ya umri wangu	Show iko perfect kwa watu my age	contradictory
Wakati vipengee vya kwanza vya mafanikio inahusu uhalali katika kiwango cha mpango wa kimkakati , mambo haya ya mafanikio anwani kiwango cha operesheni zaidi .	Hakuna vipengee vya mafanikio yanayohusiana na kiwango cha mpango wa mkakati wa uhalali .	contradictory
Mfanyakazi wa usalama wa mapato ya pato ( erisa ) alikuwa kama mfano wa njia ambayo iliyochanganywa kanuni za kanuni ( jumla ya fiduciary ) na rulesbased ( miamala ya marufuku ) mkabala na suala muhimu ( usalama wa kustaafu ) .	Erisa alikuwa kama mfano wa njia ambayo iliyochanganywa kwa njia ya kanuni na kanuni za sheria .	contradictory
Wao real na wao coming	Wao na wapo njiani .	entailment
Ili iyo ana kwa nayo	Hiyo ina zaidi ya kufanya nayo kuliko kitu kingine chochote .	neutral
Pia ona ishara kwamba zuhura na mars walikuwa mara zaidi ya maisha na juu ya mamia mengi ya mamilioni ya miaka ikawa inhospitable .	Zuhura na mars hawawezi kuwa na maisha tena .	neutral
Majeshi ya attractive ya afrika kaskazini , dhamira ya kusambaza uislamu , , peninsula katika a.d. 711 .	Vamia wa afrika kaskazini vamia	entailment
And they were all more or less drip type unajua kweli kweli. it ' s a tough question	Chakula kilikuwa kibaya kwa chama hivyo wao na alikuwa kwa hospitali .	neutral
Aina mia ya kipepeo na hapa , na kama ndege wengi tofauti .	Aina mia ya ndege ana hapa	entailment
You ' re sure to overdose , lakini hiyo majinuni / compulsive bana unatafuta , right ?	Hakuna hatari ya overdosing. furahia !	contradictory
Ingawa bidders wanaonekana wa kama makampuni ya wagonjwa -- upr alisema ni na muongo wa ahadi za broken na utendaji duni katika pennzoil -- kwa kweli wao uniformly kwa ajili ya faida ya faida , kampuni za afya ambazo soko , kwa sababu moja au nyingine , ni undervaluing .	Pennzoil alikuwa anafanya remarkably vizuri	contradictory
Julai 9 , pbs ' s ya na jim lehrer alikimbia , bila maoni , matangazo yote mapya ya pdfa .	Leher alikataa kuendesha matangazo mapya kwenye shoo yake .	contradictory
Falsafa na sanaa za sanaa don kifaransa kama jambo la kuwa kwa kidogo ? ? lite .	Kifaransa chukia jinsi jumuiya ya falsafa ni na asilimia ndogo tu ya watu na kama matokeo , wao na somo hilo .	contradictory
Biashara katika kiboko ya sukari na viungo alikuwa kuwa na faida .	Biashara katika kiboko ya sukari na viungo alikuwa faida zaidi .	entailment
Wao aibu .	Wao uvumi kuhusu mtu huyo .	neutral
Naam , na kile ambacho napenda kuhusu kipindi hicho ni kwamba wakati wa kipindi cha muda ambao anachukua ni hasa umri i wakati huo kipindi cha kipindi hicho	Nilikuwa na umri huo wakati wa kipindi cha kipindi ambacho maonyesho anachukua ndani .	entailment
Ushawishi zaidi katika stage hii ilikuwa ni asisi william playfair , na flair yake inaweza kuonekana katika mitaa nyingi na majengo ya umma ya wakati huo .	William playfair alikuwa mbunifu ambaye alikuwa na ushawishi .	entailment
Kwa hiyo wewe , unajua faida ya dola kumi na moja kwa urahisi	. zaidi katika faida kwa njia hii kuliko wewe awali .	neutral
Kipande anaelezea biashara ya kutisha katika boxer ya mexico .	Kipande kimoja kwani biashara ya kutisha done katika boxer ya mexico .	contradictory
I think it ' s gonna be up in the sabini ya leo kwa hiyo	Leo tunaenda mbugani to enjoy the nice weather	neutral
Walikuwa hata kwa viwango vya microbial .	Hakika hao walikuwa ni virusi vya ajabu .	neutral
Uchunguzi wa jumla ni katika watu wenye viwango vya hali ya juu .	Idadi ya watu wenye viwango vya hali ya juu ni bora kwa uchunguzi wa jumla .	entailment
Usambazaji wa kipindi cha uzito wa mailby mailby .	Usambazaji wa kipindi cha uzito cha mailby ni hasa aina ya sentensi hiyo makofi .	neutral
Milango tano ya kirumi , na mtindo wa kiislamu wa kiislamu tano kujistiri mpango wa kigiriki-wa kanisa hilo .	Milango na domes walikuwa kwa wakati mmoja .	neutral
Las vegas kwa maono .	Las vegas na los angeles na ndoto	neutral
Kuna jukwaa la kutazama karibu na kamera , kuruhusu kutazama mkono wa kwanza wa mandhari ya mandhari ; pia kuna ramani za msaada kusema angaz kwenye upeo wa upeo wa macho .	Hakuna ramani zinazopatikana .	contradictory
Bila ya sisi tulikuwa na msaada wowote na digrii zetu za chuo na mwezi huu uliopita sisi mkopo wa shule yangu ya mwisho kwa hivyo tunaanza watoto wetu mapema kidogo	Sisi kulipia deni letu la chuo , kwa hivyo tunaanza akiba ya chuo kwa watoto wetu .	entailment
Well i think you will be real radhi to get away from the banana as i used to call it it ' s uh i used it on uh baadhi zingine za siku gone na alikuwa real real real wakati umeanza kufanya mabadiliko makubwa ya kuzuia kwayo	I think you ' d happy to get away from the banana , ilikuwa memory kubwa sana fug .	entailment
Mahitaji ya ac makadirio kutokana na mkakati wa multipollutant	Gharama za jumla ni kwa mikakati tofauti .	entailment
Nyumba ilikuwa adimu sana kwa kichina cha hong kong .	Wachina nchini hong kong na kuwa na wakati mgumu wa kupata nyumba .	entailment
( marekani , olson notes , ina kanuni za utambuzi wa mbali kuliko taifa lolote zilizoendelea . )	Marekani ana kanuni za utambuzi .	entailment
Ilionekana rahisi sana ..	Ilikuwa rahisi kuliko ni .	entailment
Pili , panya sio binadamu	Point ya mwisho : panya sio binadamu	neutral
Yeah but kama wastani ni miaka saba hiyo sana jamaa don miaka saba unajua	Wengi don miaka saba	entailment
Unataka yao ? yeye indignantly .	Aliuliza mtu mwingine kuongea kwa furaha , kwa sauti na wazi .	contradictory
Kisu ilikuwa sharp sana na ca ' daan ' s skin katamba kwa sauti ya ni kichwa cha mwanaume .	The man was happy kwa nywele zake	neutral
Kisha chunguza matokeo ya hasara ya ujazo kwenye mifumo ya posta ili kutoa kipimo cha mzigo katika masharti ya kuongezeka kwa gharama wastani za kitengo kama ujazo ni kwa washindani , au	Mashindano ya ndani ya viwanda ni juu sana .	neutral
Ndani , mwanga wa ajabu ni katika sehemu ya mbili zaidi ya outsize inatawala inatawala .	Hii ilikuwa kwa sababu ya refraction .	neutral
' mwambie the real ben franklin yuko tayari kuongea. madume '	Mtu anataka kuongea na yeye	entailment
To my surprise , kofia kwani kuwa ...... kofia ilikuwa mbele yangu .	Kofia ilikuwa teleported kutoka nyuma yangu kuwa mbele yangu .	neutral
She kupiga mayowe na akatabasamu , meno yake a na decay .	Alionyesha meno yake kama she .	entailment
Ukweli kwamba shirika hilo ni kwa mazoezi maalum ni kuwa na mafanikio au kukosa mafanikio katika vipimo vingine .	Mazoezi ni uncussessful !	contradictory
Pretty thick , si ni ?	Kwani ni kukonda ?	contradictory
That ' s right that ' s why now that works if you can find somebody to do it with but ni nadra sana unaeza pata mtu wa kufanya nayo	Ni rahisi kupata mtu wa kufanya nayo .	contradictory
Ulijua aje ? i .	I kwa mtu	entailment
It worked out well ooh yeah unaeza ingia tu hapo na join just like anywhere else too	Ni vizuri hata kidogo .	contradictory
Wakati leather shot ya don biashara biashara biashara biashara biashara au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au au on my web gear it ' s coming out and it ' s going to draw blood you don ' t vuta it trying to think is it uh in the gurkha forces out of india alikuwa na legend hiyo na legendary yao ya legendary ya gani	Kama wembe naeza fanya hivyo kwa kwa kila mtu around	contradictory
Amegeuzwa kutoka kwa mojawapo ya makazi ya jiji la poa , kipindi cha nne ni chini ya matembezi ya dakika tano kutoka kwa kingston mpya , nyuma ya kuta za salama katika viwanja alipamba na uteuzi mpana wa miti ya matunda ya kitropiki .	Misimu minne alikuwa kutoka ya vizuri nje ya mipaka ya jiji .	contradictory
Acha me mawazo yangu machache kwa mabadiliko ambayo sio imelowa kwenye kongamano	Sina mawazo yoyote ambayo yanaweza kuwa bila congress .	contradictory
Naam sijui kama i shule wakati i kutoka kwa mtazamo wangu sasa naona kuwa ni bora zaidi kuliko yale tunayo sasa .	Japo sikuwa napenda shule najua kwamba ilikuwa ni bora zaidi nyuma basi kuliko yale tunayo sasa .	entailment
Can ' t even think kwa team gani yeye kwa either	Anacheza kwa ravens	contradictory
Kwa mwaka , serikali ya shirikisho hutoa fedha kwa serikali na serikali za ndani kwa ajili ya ununuzi , ujenzi , au renovation kubwa ya mali ya kimwili owned na serikali na serikali za ndani ; kwa nyongeza , kuanzia muda hadi muda , uhamisho wa serikali wa shirikisho pp & e kwa serikali hizi katika ubadilishanaji wa chini ya thamani ya haki .	Mali ya kimwili owned na serikali na serikali za ndani zinaweza kuwa na ununuzi wao sehemu na serikali ya shirikisho .	entailment
Kutoka indiaaaaah .	Urusi	contradictory
Katika eneo la kusini la kaanapali beach resort complex , regency regency ni eneo la fantasy la kitropiki la acre 40 , na ndege za kigeni , maji ya maji , bustani za maji , na vinyangu swimming madimbwi .	Mwisho wa mwisho wa tata una maji ya maji na atriums ambayo ni romantic na mkubwa .	neutral
Coz they check those na najua dem mmoja she was on some kind of medication	Msichana huyo alienda kwa daktari kwa prescription .	entailment
My fiancee takes probably six sunday papers he takes both san antonio papers an austin paper both houston papers i guess he takes seven the san marcos paper and the new braunsfel paper but he ' s a football coach at southwest texas state university so he ' s getting all the sehemu za spoti	Mchumba wangu anachukia michezo kwa hivyo yeye sehemu ya michezo katika chuo kikuu cha texas .	contradictory
uchawi ! dave alisema .	Dave mkasema neno ' uchawi madume '	entailment
Hitilafu ya hitilafu ni muda wa kula .	Fixing hitilafu inachukua muda hata kidogo .	contradictory
Yeah ooh na bado	Bado ni .	entailment
Mwaka wowote sasa could be dick clark ' s last	Ni sure dick clark will miaka mingi	contradictory
Mshwari , meli ya kuzama , kila mmoja wa kuchukua kwenye boti na kwa hivyo .	Alichukua kwa mashua kwa sababu vampires hawezi kuvuka maji kwa ajili yao .	neutral
Lakini uliza bi tuppence kama pia ana na dhana yake. jane geuka mutely kwa .	Jane anadhani tuppence alikuwa na mashaka .	entailment
Whittington alionekana kufanya kuongea yote , na nurse lilisikiliza tu .	Ilionekana kuwa nurse alikuwa anasikiliza tu wakati whittington aliongea	entailment
I ' m going to bed. mlango ndani ya hall ilikuwa ya mapana	I bed .	entailment
Katika wakati huu ambao ufikiaji haki kwa ajili ya haki za watexas ana kutoka kwenye mafungo ya kongamano , madai ya madai na kupinduka katika fedha za statewide , haki hankinson imekuwa chanzo cha mawazo ya ubunifu na uongozi wa hamasa , mwenyekiti wa bodi ya teajf dick tate alisema .	Kufikia haki kwa ajili ya haki za watexas ana na retreat ya kongamano .	contradictory
Neno hutoka kwa mkahawa ya zamani yani bwana wa yote .	The nigerian term means bwana wa wote	contradictory
Well see i didn ' t either mpaka ni	Wengine wengine missed pia	neutral
Uh-huh ! yeah rafiki wa kwetu hapa yeye uh tano au sitini sita mustang na mitungi sita na uh nilikuwa nakaa chini ya hood ya hiyo juzi na like unasema unaweza ona barabara ni amazing cha cha cha	Mustang ya rafiki yetu iko katika hali nzuri kweli .	neutral
Mori yake ni moja ya vipendwa vya kila wakati ( short , mean , na kuchekesha -- sifa tatu za thamani ) .	Mori yake ya memento ni ndefu na inayojipinda na kukauka .	contradictory
Hii inawakilisha ufafanuzi wa sasa wa nipa wa uwekezaji used katika primer hii isipokuwa vinginevyo alisema .	Primer hii will kutumia ufafanuzi wa sasa wa investment wa uwekezaji .	contradictory
Lakini ndashima wa kisasa sasa ni eneo la kijani lenye mvuto na airy , kwa mbuga , mbuga za kupendeza , na baadhi ya makumbusho ya kihistoria ya furthermore .	Ndashima , mara kijani na airy , sasa ni kijivu na janaba .	contradictory
Wakati huo huo wengi wengi wa wamisri wa kawaida , ambao wanatoa karibu kwa watalii , weka imani yao kwa ajili ya allah kwa ajili ya upturn katika hali zao za kiuchumi .	Uchumi wa misri ana hivi karibuni .	neutral
Mzee alichukua kuhusu	I na mzee wa .	entailment
Ukumbi mwingi wa kijapani inakusudia kiasi katika kuendeleza njama ya coherent , katika hali ya magharibi , kuliko kuunda sauti , hali ya hewa , na hisia za kihisia .	Kumbi za kijapani ni maarufu kutembelea watalii wa marekani .	neutral
Mashirika haya zingatia na kutekeleza mikakati mbalimbali kama sahihi ndani ya shirika , fedha , na parameta za kitamaduni za biashara zao binafsi na biashara za serikali .	Vikundi hivi apply mikakati tofauti katika shirika .	entailment
Sisi kwa manufaa ya umma , kufukuzwa wa nyumba na ghasia za nyumbani , comart alisema , lakini aliongeza kuwa kwa sababu ya kiwango cha juu cha haja na staffing upungufu , kesi nyingi ni ushauri na huduma fupi kama kinyume na uwakilishi wa uliorefushwa .	Watu wa nyumba allergic kwa samaki na wasiwasi sufferers .	contradictory
Unajua masaa mawili kwa movie hasa unajua vitu ambavyo ni vitu hiyo	Ni saa ya movie	contradictory
Labda mmoja wa siku hizi i ' ll know i ' m kind of like you maybe one of this days i ' ll get around to it i ' ll do something na piano lakini labda sio	One of this days i kitu kwa piano	entailment
Lakini sasa ukipika vibaya unaweza kupoteza vitamin kwa	Ni vipi yao yao	contradictory
, kimataifa vs. katikati ya mji -- acha tu wazo ambalo umiliki anaweza kuleta mnunuzi wake .	Mnunuzi kwani na kile wao .	contradictory
Urafiki katika compartment wa abiria , i kuhusu kumi ya askari wa lincoln kufagia njia yao kupitia mambo ya ndani ya treni .	Niliona kuwa askari kadhaa wa lincoln walikuwa ndani ya treni .	entailment
Right right yeah i know i saw in a book nilikuwa nasoma kitabu ya spanish si ati nilisoma spanish unajua i just know reading some spanish words and there was a comment in there about the mexicans don ' t really want us to say sisi ni wamarekani wao kusema kwamba sisi ni wamarekani wa kaskazini kwa sababu ni wamarekani pia wewe na i kwamba ni kweli sisi na yeyote mwingine lakini sisi nadhani sisi ni aina ya punda smart duniani. je , ni kweli au ya marekani anyway sisi sisi kama wamarekani pekee wakati wao ni wamarekani pia	Nikakuta katika kitabu ambacho mexicans mexicans wakati wamarekani kama vile mexico hawakuwa sehemu ya marekani .	entailment
Mzimba alikuwa mwaka 1968 kama zana fupi ya uchunguzi kwa watoa huduma wa msingi ili kutambua matumizi mabaya ya pombe na bhana .	Cage ilikuwa kigezo kwa ajili ya uchunguzi wa kisukari .	contradictory
The 100-sq-m ( 1,076-sq-ft ) ua ni kwa muda mrefu na behewa kwa kila kona .	Ua iko wazi na behewa moja tu center .	contradictory
Wao uidhinisho wa viwango vya matumizi haya .	Wao uidhinisho uidhinishaji wa viwango hivi vya matumizi .	contradictory
Na hiyo inakaa tu ya ajabu .	Inaonekana ni ya ajabu .	entailment
Nimesikia wasipige .	Nilisikia wasipige na kelele kubwa kutoka jikoni .	neutral
A pedi kama pad ya scotchbrite ama kitu kama hiyo na maji na sabuni na maji so we got pretty lucky on that	Hata baada ya kutumia sabuni na maji , mambo kwani bora .	contradictory
Ok it didn ' t make the national national national news too much gani kwa kweli	I kama hii wange waandishi wa habari moja .	contradictory
Makala akemea rais clinton kwa kufuru kwa ajili ya rais wake wa loyal .	Makala hiyo sifa rais clinton kwa matibabu yake ya exquisite ya makamu wa rais wake .	contradictory
Toobin ni , bila shaka , kuwa mnafiki wa ajabu hapa , pewa kuwa yeye pia ni profiting kutoka kwa enclosing ripoti yake katika ngumu ngumu .	Ni pesa kutokana na taarifa ambazo ni kwa sababu ya asili ya cover zake .	entailment
Kulia na uh subiri fursa ya kuitumia	Fursa hiyo inaweza kuwa baadaye au mapema .	neutral
Mbio ni mahali , alisema tumcha , kwa bidii .	Mbio ina eneo la mwisho , alisema tumcha kwa bidii .	neutral
Mwanaume alikuwa kimbia na alikuwa amesimama kando ya yai , kichapo kwa .	Mwanaume alikuwa mbioni kupika chakula cha jioni .	neutral
Wao , lakini sir james aliwaita kwa solicitor wa bi vandemeyer .	Sir james ana maoni ya juu ya solicitor ya bi vandemeyer .	neutral
Je , unaelewa sasa , monsieur ?	Unaelewa sasa .	contradictory
Legend anasema kwamba theseus alikuwa kifo chake hapa , vizazi vingi iliyopita .	Eneo hili ni na kifo cha theseus chochote .	contradictory
Pindi sisi kuwa , ikawa ni chanya halisi kwa kipindi kirefu cha beach na wateja mrefu wa beach .	Ni mpango mrefu wa pwani hatimaye .	entailment
Pia , a george stephanopoulos insha ' clinton kwa mbele na tell kila kitu kuhusu uhusiano wake na monica lewinsky .	Clinton hakuwahi kutaja katika insha ' allah .	contradictory
Daily telegraph yaliyoripotiwa kwamba david trimble , kiongozi wa chama cha ulster unionist na waziri wa kwanza katika bunge jipya la ulster , na kujiuzulu kama maandamano hayo alikuwa kupitia .	Trimble ni vp wa ya unionists .	contradictory
Kanuni hiyo will kwa asilimia 82 ya jumla , muda mfupi , hospitali za ugonjwa hiyo katika programu ya medicare , au hospitali 5,130 , zote ambazo ni mashirika madogo na hcfa .	Kanuni hii hutumika kwa hospitali zote , bila kujali ukubwa .	contradictory
Bado na kuona kama kumi i ' m sure they do	Wao ya 18 .	contradictory
Mbinu mbadala pia hutumia data tofauti ili thamani ya upungufu katika hatari ya vifo vya mapema na hima sugu na kufanya marekebisho kuhusiana na hali ya afya na uwezekano wa watu wa watu wengi lililoathirika na saa kumi na mbili .	Njia mbadala hutumia data sawa lakini anakuta matokeo tofauti .	contradictory
Kwa mafanikio yake yote , herode alikuwa kuchukiwa na mada zake ; yeye , yeye , na yeye mauaji ya watoto wa kiyahudi wa kiume katika jaribio la kufanya mbali na masihi wa heralded .	Herode alikuwa treat mada zake kikatili au kuwa mtawala mwenye haki .	contradictory
Wengi wa nchi kuu quintas ( villas ) ambao bado dot kisiwa cha leo kuwa na mizizi yao katika tasnia ya wine ya mapema ya mapema .	Villas ya kisiwa bado ni na mwenyeji mkubwa wa mizabibu .	neutral
Nilifanya kawaida ya erected	I didn ' t do the kawaida	contradictory
He ' s the way i think ni william johnstone ni william johnstone	Anapenda waandishi wengine pia .	neutral
Na so she ' s going to get some money for that na uchukue pesa fulani kutoka kwa bank alafu ujaribu kufanya as much down malipo as possible to keep the kila malipo low	Iwapo anaweza kuweka malipo ya kila mwezi low she kununua chakula zaidi	neutral
Wawakilishi wa wakala pia walisema kuwa walikuwa si data yoyote kupendekeza kuwa ukosefu wa mbinu ya combined ya udhibiti ushiriki ilikuwa ni tatizo la umma kwa ujumla au kwa mashirika bidhaa ambayo ni uwezekano wa kushiriki katika rulemaking .	Chakushangaza , wawakilishi wa wakala alisema kuwa walikuwa si data .	entailment
In the same way tuko na statement yake hiyo kahawa chini kwa hall	Alisema hiyo kahawa chini ukumbini .	entailment
Ca ' daan caught kwa uso wa pembe za ndovu , macho mazuri , na matiti ya bare ya mwanamke kutoka nyuma ya drape ya hariri .	Ca ' daan alikuwa peke yake katika chumba , na upweke vimemnyemelea katika nafsi yake na inakupooooooo moyo wake .	contradictory
Maafisa kutoka shirika hili ilivyofafanuliwa hali ambayo kampuni na na mazingira mapya ya walikutambua .	Kampuni ilikuwa haina mambo .	contradictory
Oh kweli kama ulikuwa na chaguo la gari lako wange	Je , ni aina gani ya gari wange iwapo ulikuwa na ukaguzi tupu ?	neutral
Maisha haya upungufu katika miaka ya maisha umepotea bila kujali umri katika kifo .	Upungufu katika maisha ya miaka umepotea kila mara ni .	entailment
Kwa bahati mbaya kwa sababu mimi mara nyingi huwa panga sana jinsi ya kuwa na kwenye muungano wa over , ni namna gani watu tofauti kweli ? unajua ni jinsi gani kila mtu thought kama unajua aina ya	Nilisafiri kwenye muungano wa over katika miaka ya 80 na najua hasa kile watu wapo kama .	contradictory
3 ) wanasheria wa loral walijaribu kwa bure kuzuia toyota tu baada ya kutokea .	Wanasheria wa loral walitaka kusitisha usambazaji wa fakfakafakafakafakafakafak .	neutral
Hiyo ni clear ?	Je , unafikiria unajua ?	neutral
' pia anaonyesha kuwa ukaguzi wa mapato ya juu imeshuka katika majibu ya kufunga makazi ya kodi katika tendo la mageuzi ya kodi 1986	' audited watu 40,000 wa mapato ya juu mwaka jana .	neutral
Yafuatayo ni uteuzi uliopendekezwa wa hoteli bora za las vegas katika kategoria nne za bei .	Hapa kuna baadhi ya maeneo makubwa ya kukaa las vegas .	entailment
, na hasara za kuhamisha mali ndani na kati ya sekta za sekta wash katika ngazi ya kitaifa na huenda si rasilimali mpya za uchumi kwa ajili ya uchumi kama mzima .	Kuhamisha rasilimali zinaweza kusababisha , au hasara .	entailment
Udhibiti	Udhibiti	entailment
Mandhari ya linalojirudia ni mingi sana na ni ndogo sana .	Mandhari ni kwamba self esteem ni kama kuharibu kiasi .	neutral
Na kama sio mom then dad or somebody ' s got to move in there na ufanye kazi coz the kids really need it	Watoto ni nao .	neutral
I can do nothing na mmarekani	Marekani ni na sheria za kimataifa .	neutral
Katika mwezi kuanzia sasa hivi karibuni au baadaye kama i kuwa utawala wa ugaidi nchini ireland kama , himaya ya uingereza kwa misingi yake. kulikuwa na pause , kisha akaja laini , sibilant lafudhi ya nambari moja : nzuri !	Utawala wa ugaidi will ireland kwa muda wa mwezi mmoja tu .	entailment
Ununuzi wa ndani ulioteuliwa	Kuna baadhi ya ununuzi wa ndani ambao wenyeji hupendelea katika maeneo yenye umejaza ya utalii .	neutral
Programu za huduma za kisheria hutoa masafa mapana ya maelezo ya generalized na usaidizi kwa watu wishing kushughulikia mambo rahisi ya kisheria wenyewe bila usaidizi wa mkubwa kutoka kwa mwanasheria .	Programu za huduma ya kisheria sio halali kutumia mahakamani .	contradictory
Azay-le-rideau	Ni azay-le-rideau	entailment
Kanuni ya mwisho ana chini ya agizo la mtendaji	Agizo la mtendaji will .	contradictory
Kulingana na idadi na utata wa maoni hayo , aphis aliamua kufanya tu sehemu ndogo ya utawala uliopendekezwa kwa wakati huu na kukagua na reanalyze sehemu nyingine za utawala kabla ya inayotoa kama fainali .	Aphis alijibu maoni kwa kuchagua kukagua kanuni .	entailment
